customerCode,customerName,customerCurrency,salesEmployeeName,paymentTerm,billingAddress,shippingAddress,creationDate,firstInvoiceDate,lastInvoiceDate
RTLM3,RTL Mining And Earthworks P/L,AUD,Karen Riddell,COD,"PO  Box 591, Moe VIC 3825 Australia","PO  Box 591, Moe VIC 3825 Australia",29/06/2020,,
RUMA2,Runswell Machinery P/L,AUD,Karen Riddell,COD,"1109 Peats Ridge Road, Peats Ridge NSW 2250 Australia","1109 Peats Ridge Road, Peats Ridge NSW 2250 Australia",29/06/2020,,
RUSO3,Ruson Pty Ltd,AUD,Karen Riddell,COD,"33 Fowler Road, Dandenong South VIC 3175 Australia","33 Fowler Road, Dandenong South VIC 3175 Australia",29/06/2020,,
RUTR2,Ross Underwood Transport,AUD,Karen Riddell,COD,"3 First Avenue, Erowal  Bay NSW 2540 Australia","3 First Avenue, Erowal  Bay NSW 2540 Australia",29/06/2020,,
RVCO2,Richmond Valley Council,AUD,Karen Riddell,COD,"Locked Bag 10, Casino NSW 2470 Australia","Locked Bag 10, Casino NSW 2470 Australia",29/06/2020,,
RYCO4,RYZA Constructions,AUD,Kurt Schober,Net 30 Days,Forest Glen QLD 4556 Australia,Baringa QLD 4551 Australia,24/10/2024,17/12/2024,17/12/2024
RYPRE,Rye Park Renewables Energy Pty Ltd ATF the Rye Park Wind Farm Trust,AUD,Matt Bellingham,Net 30 Days,"GPO Box 16080 Collins Street West, Melbourne VIC 8007 Australia","Level 23, 535 Bourke Street, Melbourne VIC 3000 Australia",6/10/2022,21/11/2022,22/05/2024
SAAB4U,Saab Australia Pty Ltd,USD,Jennifer Chen,Net 30 Days,"21 Third Avenue, Mawson Lakes SA 5095 Australia","21 Third Avenue, Mawson Lakes SA 5095 Australia",29/06/2020,18/09/2023,13/02/2024
SAAE5,SA Auto Electrics,AUD,Karen Riddell,Net 14 Days,"9 Charles Davis Court, Largs North SA 5016 Australia","9 Charles Davis Court, Largs North SA 5016 Australia",29/06/2020,29/07/2020,21/02/2024
SAAS0,Singapore Aerospace & Aviation Services Pte Ltd,AUD,Karen Riddell,COD,"66 Seletar Aerospace View, #02-10  797509 Singapore","66 Seletar Aerospace View, #02-10  797509 Singapore",29/06/2020,,
SAAU5,Sage Automation Pty Ltd,AUD,Jennifer Chen,Net 30 Days,"PO Box 834, Melrose SA 5039 Australia","1284 South Road, Tonsley SA 5042 Australia",20/05/2021,24/05/2021,21/06/2024
SACO8,Sydney Airport Corporation Limited,AUD,Kurt Schober,Net 30 Days,"Locked Bag 5000, Sydney International Airport NSW  Australia","Locked Bag 5000, Sydney International Airport NSW  Australia",29/06/2020,30/06/2020,30/05/2025
SAEN3,Soul-Amp Engineering,AUD,Karen Riddell,COD,"PO  Box 3066, Moorabbin East VIC 3189 Australia","PO  Box 3066, Moorabbin East VIC 3189 Australia",29/06/2020,,
SAIN2,Saunders International Pty Ltd,AUD,Karen Riddell,COD,"271 Edgar Street, Condell Park NSW 2200 Australia","271 Edgar Street, Condell Park NSW 2200 Australia",29/06/2020,,
SALB2,Salmon Bros Electrical Pty Ltd,AUD,Jennifer Chen,COD,"28 Constitution Road, Meadowbank NSW 2114 Australia","28 Constitution Road, Meadowbank NSW 2114 Australia",29/06/2020,,
SANO3,St Antonios Nominees,AUD,Karen Riddell,COD,"5 Moore Street, South Yarra VIC 3141 Australia","5 Moore Street, South Yarra VIC 3141 Australia",29/06/2020,,
SANT5,Santos Limited,AUD,Karen Riddell,Net 30 Days,"PO Box 2455, Adelaide SA 5001 Australia","Santos Moomba Stores, Moomba SA 5710 Australia",10/09/2021,,
SAPD5,South Eastern Sydney Local Health District,AUD,Anthony Cuoco,Net 30 Days,"Locked Bag 6009, Hunter RMC NSW 2310 Australia","Off Kareena Rd, Caringbah NSW 2229 Australia",9/11/2020,12/04/2022,12/04/2022
SAPN5,SA Power Networks,AUD,Jennifer Chen,COD,"Gate 3 Grove Avenue, Marleston SA 5033 Australia","Gate 3 Grove Avenue, Marleston SA 5033 Australia",29/06/2020,,
SASM8,SA Security Monitoring Pty Ltd,AUD,Jennifer Chen,COD,"122 Ashley Street, Undedale SA 5032 Australia","122 Ashley Street, Undedale SA 5032 Australia",29/06/2020,21/01/2021,23/04/2024
SASY0,Saab Australia Pty Ltd,AUD,Jennifer Chen,Net 30 Days,"21 Third Avenue Technology Park, Mawson Lakes SA 5095 Australia","21 Third Avenue Technology Park, Mawson Lakes SA 5095 Australia",29/06/2020,18/09/2023,18/09/2023
SAV12,Sato Vicinity Pty Ltd,USD,Anthony Cuoco,COD,"32 Burrows Road, St Peters NSW 2044 Australia","32 Burrows Road, St Peters NSW 2044 Australia",29/06/2020,,
SAWC8,South Australian Water Corporation,AUD,Karen Riddell,COD,"250 Victoria Square, Adelaide SA 5000 Australia","250 Victoria Square, Adelaide SA 5000 Australia",29/06/2020,,
SBMM6,SBM Mobile Welding,AUD,Karen Riddell,COD,"18 Edney Way Pecks Creek, Karratha WA 6714 Australia","18 Edney Way Pecks Creek, Karratha WA 6714 Australia",29/06/2020,,
SC-2067-001,Mandarin Centre,AUD,Kurt Schober,Net 30 Days,"65 ALBERT AVE, CHATSWOOD NSW 2067 Australia","65 ALBERT AVE, CHATSWOOD NSW 2067 Australia",10/09/2021,1/07/2022,28/07/2025
SC-2259-001,Village Central Wyong,AUD,Kurt Schober,Net 30 Days,"18-34 Alison Road, Wyong NSW 2259 Australia","18-34 Alison Road, Wyong NSW  Australia",11/03/2022,3/06/2022,23/05/2024
SC2000-001,Queen Victoria Building,AUD,Kurt Schober,Net 30 Days,"455 George Street, Sydney NSW 2000 Australia","C/o Queen Victoria Building 455 George Street, Sydney NSW 2000 Australia",29/06/2020,4/08/2020,7/05/2025
SC2000-002,The Galleries,AUD,Kurt Schober,Net 30 Days,"500 George Street, Sydney NSW 2000 Australia","500 George Street, Sydney NSW 2000 Australia",29/06/2020,21/12/2020,26/07/2024
SC2000-003,The Strand Arcade,AUD,Kurt Schober,Net 30 Days,"412-414 George Street, Sydney NSW 2000 Australia","412-414 George Street, Sydney NSW 2000 Australia",29/06/2020,23/03/2021,26/07/2024
SC2000-004,World Square,AUD,Kurt Schober,Net 30 Days,"PO Box 20648, World Square NSW 2002 Australia","644 George Street, Sydney NSW 2000 Australia",29/06/2020,,
SC2000-005,Town Hall Square,AUD,Kurt Schober,Net 14 Days,"C/ - Colliers International PO Box Q190, QVB Post Office Sydney NSW 2000 Australia","464 - 480 Kent Street, Sydney NSW 2000 Australia",1/08/2020,1/07/2020,28/07/2025
SC2000-006,Chifley Plaza,AUD,Kurt Schober,Net 30 Days,"Locked Bag 2003, Archerfield QLD 4108 Australia","2 Chifley Square, Sydney NSW 2000 Australia",7/10/2020,19/11/2020,9/08/2024
SC2000-007,52 Martin Place,AUD,Kurt Schober,Net 30 Days,"Level 20, 1 Martin Place, Sydney NSW 2000 Australia","Level 20, 1 Martin Place,, Sydney NSW 2000 Australia",15/02/2021,17/05/2021,1/06/2025
SC2000-008,Pavilion On George,AUD,Kurt Schober,Net 30 Days,"ABN: 29 116 099 631 Level 51, MLC Centre, 19-29 Martin Place, Sydney NSW 2000 Australia","580 George St, Sydney NSW 2000 Australia",12/01/2022,28/02/2022,1/02/2025
SC2000-009,MetCentre,AUD,Kurt Schober,Net 30 Days,"Margaret Sub Trust (ABN 55 319 214 171) C/- Jones Lang LaSalle (NSW) Suite 3, Level 16, 60 Margaret Street, Sydney NSW 2000 Australia","60 Margaret Street, Sydney NSW 2000 Australia",20/07/2024,20/07/2024,20/07/2024
SC2001-001,Stockland Piccadilly Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Castlereigh Street, Sydney NSW 2001 Australia","210 Pitt Street, Sydney NSW 2000 Australia",8/10/2020,17/11/2020,7/05/2025
SC2008-001,Central Park Mall,AUD,Kurt Schober,Net 30 Days,"C/- Jones Lang LaSalle (NSW) Pty Ltd Level 25, 420 George St, Sydney NSW 2000 Australia","28 Broadway, Chippendale NSW 2008 Australia",11/09/2020,14/12/2020,25/11/2023
SC2011-001,Kings Cross Centre,AUD,Kurt Schober,30 Days EOM,"82-94 Darlinghusrt Rd, Potts Point NSW 2011 Australia","82-94 Darlinghusrt Rd, Potts Point NSW 2011 Australia",29/06/2020,1/07/2020,1/07/2025
SC2011-002,Omnia Potts Point,AUD,Kurt Schober,Net 30 Days,"Level 1, 307 Murray Street, Perth WA 6000 Australia","226 Victoria St, Potts Point NSW 2011 Australia",1/04/2022,6/05/2022,5/05/2025
SC2022-001,Westfield Bondi Junction,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","500 Oxford Street, Bondi Junction NSW 2022 Australia",29/06/2020,25/01/2022,10/01/2024
SC2022-002,Eastgate Bondi Junction Shopping Centre,AUD,Kurt Schober,Net 30 Days,"71-91 Spring Street, Bondi Junction NSW 2022 Australia","71-91 Spring Street, Bondi Junction NSW 2022 Australia",30/10/2020,30/10/2020,7/03/2025
SC2033-001,Supa Centa Moore Park,AUD,Kurt Schober,Net 30 Days,"2A Todman Avenue, Kensington NSW 2033 Australia","South Dowling St & Todman Avenues,, Kensington NSW 2033 Australia",14/01/2021,3/05/2021,23/06/2025
SC2035-001,Pacific Square,AUD,Kurt Schober,Net 30 Days,"737 Anzac Parade, Maroubra NSW  Australia","737 Anzac Parade, Maroubra NSW  Australia",7/06/2022,3/08/2022,12/08/2024
SC2036-001,Westfield Eastgardens,AUD,Kurt Schober,Net 30 Days,"Westfield Eastgardens PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","152 Bunnerong Road, Eastgardens NSW 2036 Australia",29/06/2020,21/12/2020,3/07/2024
SC2036-002,Southpoint Shopping Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 7986, Norwest NSW 2153 Australia","238-262 Bunnerong Rd, Hillsdale NSW 2036 Australia",14/05/2021,31/05/2021,30/07/2025
SC2040-001,MarketPlace Leichhardt,AUD,Kurt Schober,30 Days EOM,"Centre Management Office 100/122-138 Flood Street, Leichhardt NSW 2040 Australia","Centre Management Office 100/122-138 Flood Street, Leichhardt NSW 2040 Australia",29/06/2020,31/07/2020,14/01/2025
SC2040-002,Norton Plaza Shopping Centre,AUD,Kurt Schober,Net 30 Days,"101C/55 Norton Street, Leichhardt NSW 2040 Australia","101C/55 Norton Street, Leichhardt NSW 2040 Australia",29/06/2020,30/06/2021,24/01/2025
SC2060-001,Northpoint Tower,AUD,Kurt Schober,Net 30 Days,"C/- CBRE Pty Ltd Level 23, Suite 3, Management Office,  100 Milller St, Northpoint, North Sydney NSW 2060 Australia","100 Miller Street, North Sydney NSW 2060 Australia",14/08/2020,14/08/2020,5/02/2025
SC2062-001,Cammeray Square,AUD,Kurt Schober,Net 30 Days,"C/- Jones Lang LaSalle (NSW) Pty Ltd Level 25, 420 George St, Sydney NSW 2000 Australia","450-476 Miller Street, Cammeray NSW 2062 Australia",29/06/2020,31/08/2020,17/09/2024
SC2067-001,Chatswood Chase Sydney,AUD,Kurt Schober,Net 30 Days,"345 Victoria Avenue, Chatswood NSW 2067 Australia","345 Victoria Avenue, Chatswood NSW 2067 Australia",29/06/2020,22/04/2021,24/07/2025
SC2067-002,Westfield Chatswood,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","1 Anderson Street, Chatswood NSW 2067 Australia",29/06/2020,23/12/2020,14/09/2024
SC2068-001,The Valley Plaza Shopping Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 7986, Norwest NSW 2153 Australia","187 Wilson Road, Green Valley NSW 2036 Australia",14/05/2021,31/05/2021,30/07/2025
SC2075-001,St Ives Shopping Village,AUD,Kurt Schober,Net 30 Days,"166 Mona Vale Road, St Ives NSW 2075 Australia","166 Mona Vale Road, St Ives NSW 2075 Australia",29/06/2020,1/07/2020,28/07/2025
SC2077-001,Westfield Hornsby,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","236 Pacific Hwy, Hornsby NSW 2077 Australia",29/06/2020,6/11/2020,20/11/2024
SC2082-001,Berowra Village,AUD,Kurt Schober,Net 30 Days,"Level 1, 5a/1 Somerset Avenue, Narellan NSW 2567 Australia","1C Turner Road, Berowra Heights NSW 2082 Australia",29/06/2020,31/03/2021,14/06/2025
SC2086-001,Forestway Shopping Centre,AUD,Kurt Schober,Net 30 Days,Australia,"Cnr Warringah Road and Forestway, Frenchs Forest NSW 2086 Australia",2/06/2021,2/06/2021,4/06/2021
SC2088-001,Bridgepoint Shopping Centre,AUD,Kurt Schober,30 Days EOM,"1-3 Brady Street, Mosman NSW 2088 Australia","1-3 Brady Street, Mosman NSW 2088 Australia",29/06/2020,,
SC2093-001,Balgowlah Shopping Centre,AUD,Kurt Schober,Net 30 Days,"197 Condamine Street, Balgowlah NSW 2093 Australia","197 Condamine Street, Balgowlah NSW 2093 Australia",29/06/2020,5/09/2020,18/03/2025
SC2099-001,Dee Why Grand Shopping Centre,AUD,Kurt Schober,Net 30 Days,"15-19 Pacific Parade, Dee Why NSW 2099 Australia","15-19 Pacific Parade, Dee Why NSW 2099 Australia",29/06/2020,2/09/2020,13/10/2021
SC2100-001,Westfield Warringah Mall,AUD,Kurt Schober,Net 30 Days,"Westfield Warringah Mall C/- Lisa Cribb PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","Old Pittwater Road And Condamine Street, Brookvale NSW 2100 Australia",29/06/2020,30/01/2021,26/03/2024
SC2102-001,Warriewood Square Shopping Centre,AUD,Kurt Schober,Net 30 Days,"12 Jacksons Rd, Warriewood NSW 2102 Australia","12 Jacksons Rd, Warriewood NSW 2102 Australia",29/06/2020,18/07/2020,25/07/2024
SC2103-001,Pittwater Place Shopping Centre,AUD,Kurt Schober,Net 30 Days,"C/- CBRE Pty Ltd Locked Bag 2003, Archerfield QLD 4108 Australia","Base Building  10 Park Street, Mona Vale NSW 2103 Australia",29/06/2020,1/07/2020,8/10/2021
SC2111-001,Gladesville Shopping Village,AUD,Kurt Schober,Net 30 Days,"PO BOX 401, Gladesville NSW 2111 Australia","1-7 Flagstaff St, Gladesville NSW 2111 Australia",27/07/2021,19/08/2021,30/11/2023
SC2112-001,Top Ryde City Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Car Park Lvl B1 109-129 Blaxland Rd, Ryde NSW 2112 Australia","Car Park Lvl B1 109-129 Blaxland Rd, Ryde NSW 2112 Australia",15/07/2024,15/07/2024,15/07/2024
SC2114-001,Home-Co West Ryde,AUD,Kurt Schober,Net 30 Days,"GPO Box 187, Sydney NSW 2001 Australia","14 Anthony Rd, West Ryde NSW 2114 Australia",8/03/2022,18/03/2022,1/07/2025
SC2118-001,Carlingford Court,AUD,Kurt Schober,Net 30 Days,"c/o Knight Frank Australia Pty Ltd GPO Box 187, Sydney NSW 2001 Australia","Corner of Pennant Hills Rd & Carlingford Rd, Carlingford NSW 2118 Australia",29/06/2020,22/04/2021,1/07/2025
SC2119-001,Beecroft Place,AUD,Kurt Schober,Net 30 Days,"18 Hannah St, Beecroft NSW 2119 Australia","18 Hannah St, Beecroft NSW 2119 Australia",29/09/2020,30/09/2020,6/08/2025
SC2120-001,Thornleigh Marketplace,AUD,Kurt Schober,Net 14 Days,"PO  Box 254, Thornleigh NSW 2120 Australia","2-12 Conenarra Parkway, Thornleigh NSW 2120 Australia",29/06/2020,11/10/2022,5/08/2025
SC2122-001,Eastwood Shopping Centre,AUD,Kurt Schober,20 Days after end of month,"152 - 160 Rowe St, Eastwood NSW 2122 Australia","152 - 160 Rowe St, Eastwood NSW 2122 Australia",2/03/2021,1/04/2021,1/04/2021
SC2126-001,Cherrybrook Village,AUD,Kurt Schober,Net 30 Days,"C/- Centre management Office 41-47 Shepherds Drive, Cherrybrook NSW 2126 Australia","41-47 Shepherds Drive, Cherrybrook NSW 2126 Australia",29/06/2020,29/03/2022,5/03/2025
SC2131-001,Ashfield Mall,AUD,Kurt Schober,Net 30 Days,"Liverpool Road, Ashfield NSW 2131 Australia","Liverpool Road, Ashfield NSW 2131 Australia",29/06/2020,6/11/2020,2/03/2023
SC2134-001,Westfield Burwood,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","100 Burwood Road, Burwood NSW 2134 Australia",29/06/2020,25/01/2022,25/07/2023
SC2134-002,Burwood Plaza,AUD,Kurt Schober,Net 30 Days,"42 Railway Parade, Burwood NSW 2134 Australia","Railway Parade, Burwood NSW 2134 Australia",13/11/2020,30/03/2021,12/10/2022
SC2140-001,DFO Homebush,AUD,Kurt Schober,Net 30 Days,"3-5 Underwood Rd, Homebush NSW 2140 Australia","3-5 Underwood Rd, Homebush NSW 2140 Australia",29/06/2020,17/02/2021,1/07/2025
SC2140-002,Sydney Markets,AUD,Kurt Schober,Net 30 Days,"PO Box 2 Flemington Market,  NSW 2129 Australia","Level 3 Market Plaza Building, Flemington NSW 2129 Australia",8/03/2021,30/04/2021,1/04/2025
SC2141-001,Lidcombe Shopping Centre,AUD,Kurt Schober,Net 30 Days,"92 Parramatta Rd, Lidcombe NSW 2141 Australia","92 Parramatta Rd, Lidcombe NSW 2141 Australia",29/06/2020,31/08/2020,6/08/2024
SC2144-001,Auburn Central Shopping Centre,AUD,Kurt Schober,Net 30 Days,"57-59 Queen Street, Auburn NSW 2144 Australia","57-59 Queen Street, Auburn NSW 2144 Australia",29/06/2020,22/08/2020,6/08/2025
SC2144-002,Centuria Auburn Megamall,AUD,Kurt Schober,30 Days EOM,"ABN : 18 513 298 682 2 Chifley Square Level 41, Chifley Tower, SYDNEY NSW 2000 Australia","265 Parramatta Road, Auburn NSW 2144 Australia",29/06/2020,1/03/2023,6/06/2025
SC2145-001,Pemulwuy SC Pty Ltd,AUD,Kurt Schober,Net 30 Days,"70 Butu Wargun, Pemulguy NSW 2145 Australia","70 Butu Wargun, Pemulwuy NSW 2145 Australia",17/05/2021,17/06/2021,6/06/2025
SC2147-001,Herdsman,AUD,Kurt Schober,Net 30 Days,"Suite 3.05, Level 3 203-233 New South Head Road, Edgecliff NSW 2027 Australia","224 Prospect Hwy, Seven Hills NSW 2147 Australia",19/03/2024,30/04/2024,5/05/2025
SC2148-001,Blacktown Mega Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 32, Neutral Bay NSW 2089 Australia","14 St Martins Cres, Blacktown NSW 2148 Australia",23/09/2024,25/10/2024,6/11/2024
SC2150-001,Westfield Parramatta,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","175 Church Street, Parramatta NSW 2150 Australia",29/06/2020,5/11/2020,23/07/2024
SC2151-001,North Rocks Shopping Centre,AUD,Kurt Schober,Net 30 Days,"North Rocks Centre Management 328-336 North Rocks Road, North Rocks NSW 2151 Australia","North Rocks Centre Management 328-336 North Rocks Road, North Rocks NSW 2151 Australia",22/07/2020,1/07/2020,8/07/2025
SC2153-001,Norwest Marketown,AUD,Kurt Schober,Net 30 Days,"C/- Colliers International 4 Century Cct, Baulkham Hills NSW 2153 Australia","C/- Colliers International 4 Century Cct, Baulkham Hills NSW 2153 Australia",29/06/2020,,
SC2153-002,Grove Square - The Hills,AUD,Kurt Schober,Net 30 Days,"c/o Centre Management Office 375-383 Windsor Road, Baulkham Hills NSW 2153 Australia","375-383 Windsor Road, Baulkham Hills NSW 2153 Australia",29/06/2020,1/07/2020,26/11/2024
SC2153-003,Winston Hills Mall,AUD,Kurt Schober,Net 30 Days,"Caroline Chisholm Drive & Langdon Road, Winston Hills NSW 2153 Australia","Caroline Chisholm Drive & Langdon Road, Winston Hills NSW 2153 Australia",29/06/2020,5/11/2020,5/11/2020
SC2154-001,Castle Towers/Castle Mall,AUD,Kurt Schober,Net 30 Days,"C/- CBRE Pty Ltd Locked Bag 2003, Archerfield QLD 4108 Australia","Terminus Street, Castle Hill NSW 2154 Australia",27/07/2020,15/09/2020,26/11/2021
SC2154-002,Home-Co Hills Super Centre,AUD,Kurt Schober,Net 30 Days,"Cnr Showground Rd & Vic Ave, Castle Hill NSW 2154 Australia","Cnr Showground Rd & Vic Ave, Castle Hill NSW 2154 Australia",13/10/2021,20/12/2021,1/07/2022
SC2155-001,North Kellyville Square,AUD,Kurt Schober,Net 30 Days,NSW  Australia,"12-14 Withers Road, KELLYVILLE NSW 2155 Australia",22/02/2023,25/05/2023,12/07/2023
SC2155-002,HomeCo. Kellyville,AUD,Kurt Schober,Net 30 Days,"ATF HomeCo DNR (Kellyville West) Property Trust Level 7, 1 Macquarie Place, Sydney NSW 2000 Australia","2 Hector Ct, Kellyville NSW 2155 Australia",21/11/2024,12/12/2024,12/12/2024
SC2160-001,Stockland Merrylands Shopping Centre,AUD,Kurt Schober,Net 30 Days,"1 McFarlane Street & Pitt Street, Merrylands NSW 2160 Australia","1 McFarlane Street & Pitt Street, Merrylands NSW 2160 Australia",29/06/2020,18/11/2020,23/06/2025
SC2162-001,Chester Square,AUD,Kurt Schober,Net 30 Days,"1 Leicester St, Chester Hill NSW 2162 Australia","1 Leicester St, Chester Hil NSW 2162 Australia",12/08/2022,5/10/2022,23/06/2025
SC2164-001,Stockland Wetherill Park Shopping Centre,AUD,Kurt Schober,Net 30 Days,"561-583 Polding Street, Wetherill Park NSW 2164 Australia","561-583 Polding Street, Wetherill Park NSW 2164 Australia",29/06/2020,9/09/2020,26/09/2024
SC2165-001,Fairfield Forum Shopping Centre,AUD,Kurt Schober,Net 30 Days,"8-36 Station Street, Fairfield NSW 2165 Australia","8-36 Station Street, Fairfield NSW 2165 Australia",29/06/2020,16/09/2022,30/01/2025
SC2165-002,Fairfield City Central,AUD,Kurt Schober,Net 30 Days,"Centre Management Office PO Box 468, Fairfield NSW 2165 Australia","54 Smart Street, Fairfield NSW 2165 Australia",29/06/2020,6/10/2020,23/07/2025
SC2170-001,Westfield Liverpool,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","Macquarie Street, Liverpool NSW 2170 Australia",29/06/2020,29/06/2021,14/10/2023
SC2170-002,Liverpool Plaza,AUD,Kurt Schober,Net 30 Days,"Macquarie Street, Liverpool NSW 2170 Australia","Macquarie Street, Liverpool NSW 2170 Australia",29/06/2020,5/11/2020,30/06/2021
SC2170-003,Th Grove Homemaker Centre Liverpool,AUD,Kurt Schober,Net 30 Days,"Orange Grove Road, Liverpool NSW 2170 Australia","Orange Grove Road, Liverpool NSW 2170 Australia",29/09/2020,5/11/2020,5/11/2020
SC2171-001,Carnes Hill Marketplace,AUD,Kurt Schober,Net 30 Days,"Kurrajong Rd, Carnes Hill NSW 2171 Australia","Kurrajong Rd, Carnes Hill NSW 2171 Australia",7/06/2022,3/08/2022,17/09/2024
SC2177-001,Bonnyrigg Plaza,AUD,Kurt Schober,Net 30 Days,"100 Bonnyrigg Avenue, Bonnyrigg NSW 2177 Australia","100 Bonnyrigg Avenue, Bonnyrigg NSW 2177 Australia",4/08/2020,4/08/2020,14/08/2024
SC2179-001,HomeCo. Leppington,AUD,Kurt Schober,Net 30 Days,"ATF HomeCo DNR (Leppington) Property Trust Level 7, 1 Macquarie Place, Sydney NSW 2000 Australia","108 Ingleburn Rd, Leppington NSW 2179 Australia",21/11/2024,20/01/2025,20/01/2025
SC2190-001,Chullora Marketplace,AUD,Kurt Schober,Net 30 Days,"PO Box 5035, Chullora NSW 2190 Australia","355-357 Waterloo Road, Chullora NSW 2190 Australia",26/08/2020,26/08/2020,6/08/2025
SC2194-001,Campsie Centre,AUD,Kurt Schober,Net 30 Days,"Suite 104, 235 Clearance St, Sydney NSW 2000 Australia","14-28 Amy Street, Campsie NSW 2194 Australia",28/07/2020,5/11/2020,1/07/2025
SC2196-001,Roselands Shopping Centre,AUD,Kurt Schober,Net 30 Days,"1 Macquarie Place, Sydney NSW 2000 Australia","Roselands Drive, Roselands NSW 2196 Australia",29/06/2020,6/11/2020,30/07/2025
SC2197-001,Bass Hill Plaza,AUD,Kurt Schober,Net 30 Days,"753 Hume Hwy, Bass Hill NSW 2197 Australia","753 Hume Hwy, Bass Hill NSW 2197 Australia",7/06/2022,3/08/2022,15/08/2024
SC2200-001,Bankstown Central,AUD,Kurt Schober,Net 30 Days,"North Terrace, Bankstown NSW 2200 Australia","North Terrace, Bankstown NSW 2200 Australia",29/06/2020,24/03/2021,6/08/2025
